Catalog#,Artist,Title,Label,Format,Rating,Released,release_id,Collection Folder,Date Added,Collection Media Condition,Collection Sleeve Condition,Collection Notes
OCLP 5006,Giorgio*,Knights In White Satin,Oasis,"LP, Album, Promo",,1976,1472861,not priced,2010-12-21 09:38:45,,,
EVSLP11,Circulation,Abstract Funk Theory,Obsessive,"3xLP, Comp",,2000,6807,priced,2010-12-04 19:03:06,,,
OW-003,Brooklyn Express,Sixty-Nine,One Way Records,"12""",,1981,159300,priced,2010-11-22 21:59:34,,,
0-40539,Brian Eno,Fractal Zoom,Opal Records,"12""",,1992,45688,priced,2010-11-13 02:08:00,,,
FOOT 13,Ability II,Pressure Dub,Outer Rhythm (2),"12"", S/Sided, Unofficial",,2010,2512732,not priced,2011-01-02 17:10:27,,,
TRIP 037,Basement Jaxx,Samba Magic,Outland Records,"12""",,1997,32103,priced,2010-12-04 19:00:35,Very Good Plus (VG+),Very Good (VG),
VENUS1,Venus Gang,Space Woman,P.B.I. Records (2),"12"", Unofficial",,2009,1725884,priced,2010-11-13 00:21:37,,,
PBRC-1001,Doc Severinsen,"Be With You / You Put The Shine On Me (DJ Harvey 12"" Cuts)",Pacific Beach Recording Company,"12""",,2010,2247660,priced,2010-11-13 02:46:47,,,
PWF001,Pacific Horizons,Universal Horizons / The Amulet,Pacific Wizard Foundation,"12"", Ltd",,2010,2081066,priced,2010-11-13 01:24:32,,,
PWF002,Pacific Horizons,The Forest Electric / Jack Parsons' Laboratory,Pacific Wizard Foundation,"12""",,2010,2450850,priced,2010-11-13 01:24:21,,,
PAPER049LP,CFCF,Continent,Paper Bag Records,"2xLP, Album, Ltd",,2009,2083697,priced,2010-11-13 01:19:56,,,
PF 095,Moodymann,Forevernevermore,Peacefrog Records,"2x12"", Album",,2000,1015,priced,2010-11-18 21:15:03,,,
PERMVAC 054-1,Todd Terje,Remaster Of The Universe EP,Permanent Vacation,"12"", EP",,2010,2304030,priced,2010-11-17 21:54:30,,,
PERMVAC 056-1,Todd Terje,Eurodans / Surat Surfin,Permanent Vacation,"7""",,2010,2304031,priced,2010-11-12 22:34:37,,,
PH09,Chilly Gonzales*,Never Stop,Phantasy Sound,"12"", Tra",,2010,2463782,not priced,2010-11-13 02:15:47,,,
PHP045,Missing Linkx,Got A Minute,Philpot,"12"", Whi",,2010,2253276,priced,2010-11-18 21:23:33,,,
PG006,G Flame & Mr. G,Flight Of The Phoenix E.P.,Phoenix G.,"2x12"", EP",,1999,967,priced,2010-11-18 00:47:48,,,
PG007,Mr. G,Late Nitez E.P.,Phoenix G.,"12"", EP",,2000,966,priced,2010-11-18 00:31:24,,,
PG008,Mr. G,Body & Soul E.P.,Phoenix G.,"12"", EP",,2000,27002,priced,2010-11-18 00:47:10,,,
6000 562,Kiss,I Was Made For Loving You,Phonogram,"12""",,1979,459801,priced,2010-11-18 02:27:40,,,
PE65233,Moodymann,Dem Young Sconies / Bosconi,Planet E,"12""",,1997,2517,priced,2010-11-18 00:55:41,,,
PLE65324-1,Dimitri Kneppers,The Kick Off,Planet E,"12""",,2010,2553782,not priced,2010-11-22 22:01:12,,,
PRRUK 008,Mark Verbos,Centrifuge EP,Planet Rhythm Records,"12"", EP",,1997,37555,priced,2010-11-18 00:25:35,,,
PRRUK031,Andrei Morant,Network EP,Planet Rhythm Records,"12"", EP",,2000,4157,priced,2010-11-18 00:26:21,,,
2141 497,Michael Rother,Silberstreif / Erlkönig,Polydor,"12""",,1982,1362203,priced,2010-12-16 11:23:04,,,
422-821 919-1 Y-1,Various,Breakin' - Original Motion Picture Soundtrack,Polydor,LP,,1984,125777,priced,2010-12-04 19:30:58,,,
823 696-1 Y-1,Various,Breakin' 2 - Electric Boogaloo - Original Soundtrack Recording,Polydor,"LP, Album",,1984,72225,priced,2010-12-04 19:32:43,,,
827 738-1,Double,Blue,Polydor,LP,,1985,484869,priced,2010-11-13 00:33:30,,,
883 362-1,Level 42,Something About You,Polydor,"12"", Promo",,1985,1702383,priced,2010-11-18 02:24:56,,,
883 872-1,Yoko Ono,Cape Clear (Remix) / Walking On Thin Ice (Re Edit),Polydor,"12""",,1985,2287200,Uncategorized,2011-04-25 20:10:53,,,
PD D 520 Promo,Level 42,Starchild,Polydor,"12""",,1981,810840,priced,2011-01-11 20:43:19,,,
PD-1-6138,Kongas,Africanism,Polydor,"LP, Album",,1977,2178661,not priced,2010-12-16 11:21:13,,,
PD-1-6142,Trax,Dancing In The Street,Polydor,"LP, Album",,1978,2327980,not priced,2011-01-29 20:45:00,,,
PD-1-6325,Jean-Michel Jarre,Magnetic Fields,Polydor,"LP, Album",,1981,335145,priced,2011-02-06 20:04:40,,,
PDSX 2203,Level 42,Turn It On,Polydor,"12""",,1981,1632253,not priced,2010-11-13 00:57:07,,,
PX-1-501,Visage,Visage,Polydor,"12""",,1981,1519201,priced,2011-02-14 19:10:23,,,
2141 328,Roxy Music,Jealous Guy,"Polydor, E'G Records","12"", Maxi",,1981,609721,Uncategorized,2011-04-25 20:06:30,,,
MPF 1153,Eno*,Another Green World,Polydor K.K.,"LP, Album, RE",,0,2506907,not priced,2010-11-12 15:16:08,Near Mint (NM or M-),Near Mint (NM or M-),
PRC-190-1,Asobi Seksu,Rewolf,Polyvinyl Record Company,"LP, Ltd, Pur",,2009,2132308,not priced,2010-11-17 22:36:22,,,
POMP 01,Beirut / Realpeople,March Of The Zapotec / Holland,Pompeii Records (2),"2x12"", EP",,2009,1701441,priced,2010-11-17 22:13:42,,,
POS-1207,Fonda Rae,Heobah (Hey-O-Bah),Posse Records,"12"", Promo",,1983,1088580,priced,2010-12-07 23:09:36,,,
WOW 405,Quando Quango,Genius,Pow Wow Records,"12""",,1985,35877,priced,2010-12-08 21:16:52,,,
PRL 12160,Macho,I'm A Man,Prelude Records,"LP, Album",,1978,53969,priced,2011-02-14 19:11:10,,,
PRL 12160,Macho,I'm A Man,Prelude Records,"LP, Album",,1978,1486915,priced,2010-11-12 23:30:14,,,
PRL 12163,Peter Jacques Band,Fire Night Dance,Prelude Records,"LP, Album",,1979,103536,priced,2010-11-12 23:15:50,,,
PRL D 153,Pacific Blue (2),Argentina Forever / You Gotta Dance,Prelude Records,"12""",5,1978,635425,priced,2010-11-12 15:01:40,Very Good Plus (VG+),Very Good (VG),
PDS 450,Warp 9,Nunk (New Wave Funk),Prism Records,"12""",,1982,2368978,not priced,2010-12-06 22:42:28,,,
PDS-460 DJ,Warp 9,Light Years Away,Prism Records,"12"", Promo",,1983,691383,priced,2011-01-29 20:49:17,,,
PDS-480,Pure Energy,Love Game,Prism Records,"12""",,1983,178140,priced,2010-11-12 23:16:57,,,
PLP 1020,Lime (2),Lime 3,Prism Records,"LP, Album",,1983,369810,priced,2010-11-12 23:09:49,,,
PS 2004,Lime (2),Angel Eyes (Remix),Prism Records,"12"", Single, Bla",,1985,2410904,not priced,2010-11-12 22:51:05,,,
4Z9 05078,"Staple Singers, The",Slippery People,Private I Records,"12""",,1984,311537,priced,2010-12-07 20:42:10,,,
PS 2027,Starbuck (2),Rock'n Roll Rocket,Private Stock,"LP, Album",,1977,1381744,priced,2010-12-16 11:26:57,,,
PROX022,DJ Rush,Look And See (Remixes),Pro-Jex,"12""",,2000,19913,priced,2010-11-18 00:19:22,,,
PROX022,DJ Rush,Look And See (Remixes),Pro-Jex,"12""",,2000,19913,priced,2010-11-18 00:21:20,,,
PRO-7059,Paul Hardcastle,Rain Forest / Sound Chaser,Profile Records,"12""",,1984,85042,priced,2010-12-06 22:39:59,,,
PRO-7063-DJ,Barbara Fowler,Knockin' On My Door,Profile Records,"12"", Promo",,1985,1827332,priced,2010-12-04 19:45:52,,,
PRO-7186,Rob Base & D.J. E-Z Rock*,It Takes Two,Profile Records,"12""",,1988,87033,priced,2010-12-04 19:28:37,,,
PROMO 24,Russian Roulette,I Believe,Promo,"12""",,2000,11259,priced,2010-11-18 00:28:01,,,
12P 336,Colonel Abrams,Music Is The Answer,PRT Records,"12""",,1984,206967,priced,2010-12-04 19:14:05,,,
PUU-26,Jimi Tenor,Utopian Dream,Puu,"2xLP, Album",,2001,61837,priced,2010-11-17 22:31:57,,,
QDC  40,Gary Low,You Are A Danger,Quality Records Ltd.,"12"", Single",,1982,218901,priced,2010-11-12 23:16:20,,,
BR 0114,Joe Yellow,Lover To Lover (For Sale),"Quality Records Ltd., Baby Records (2)","12""",,1983,990514,priced,2010-11-12 23:00:02,,,
RS   92020,DJ Hell*,My Definition Of House Music,R & S Records,"12""",,1992,5180,priced,2010-11-18 01:06:44,,,
MCA12-53992,Londonbeat,I've Been Thinking About You,Radioactive,"12""",,1991,526567,priced,2010-11-13 02:30:52,,,
TX 8204,Tuxedomoon,What Use? (Remix) / Crash,Ralph Records,"12""",,1982,606232,Uncategorized,2011-04-22 19:05:26,,,
9043-1-RDAB,KC Flightt,Summer Madness,RCA,"12"", Promo",,1989,1981364,priced,2010-12-04 19:15:22,,,
PL 70180,Klaus Nomi,Encore ...,RCA,"LP, Comp",,1983,166756,priced,2011-01-29 20:16:11,,,
PD-12241,Odyssey (2),Going Back To My Roots,RCA Victor,"12""",,1981,416013,priced,2011-01-29 20:38:21,,,
PL 25116,Vangelis,Spiral,RCA Victor,"LP, Album, Gat",,1977,1493684,priced,2010-12-18 12:29:45,,,
"5702-1-R, 5702-1-RD",J.M. Silk,I Can't Turn Around,"RCA Victor, RCA Victor","12""",,1986,127868,priced,2010-11-18 22:13:08,,,
REC70,Findlay Brown,Promised Land,Record Makers,"10"", Gol",,2010,2505348,not priced,2011-01-11 11:56:08,,,
SOHOLP 3,Break Machine,Break Machine,Record Shack Records,"LP, Album",,1984,257834,priced,2010-12-04 19:29:13,,,
RB 001,GANG*,KKK.,Recordbreaker (2),"12"", Unofficial",4,2010,2263717,priced,2010-11-12 14:56:17,,,
RF 22,Anne Clark,Changing Places,Red Flame,"LP, Album",,1983,454520,priced,2010-11-18 02:13:53,,,
CAT 194 LP,Vibert / Simmonds,Rodulate,Rephlex,"3x12"", Album",,2008,1390265,priced,2010-11-17 23:13:56,,,
PHILL1,Phill & Friends Band,This Man,Rio Records (2),"12"", RE, Unofficial",5,2009,1987081,priced,2009-12-31 08:48:51,Mint (M),Mint (M),
RKL 20279,Rockets,"π 3,14",Rockland Records,"LP, Album",,1981,613309,priced,2010-12-16 11:17:58,,,
COC 16052,"Rolling Stones, The",Tattoo You,Rolling Stones Records,"LP, Album",,1981,468054,priced,2010-11-12 17:00:01,,,
RONGLP07,Coati Mundi,Dancing For The Cabana Code In The Land Of Boo-Hoo,Rong Music,2xLP,,2010,2646953,not priced,2011-01-11 21:18:01,,,
RTRADLP 161,Arthur Russell,Calling Out Of Context,Rough Trade,"2xLP, Comp, Ltd",,2010,2244695,priced,2010-11-12 16:57:03,Near Mint (NM or M-),Very Good Plus (VG+),
Royal 04,Space Dimension Controller,Journey To The Core Of The Unknown Sphere,Royal Oak,"12""",,2010,2283796,priced,2010-12-04 18:12:34,,,
RP 013,Front Line Orchestra* / Eddy Grant,Don't Turn Your Back / California Style,"RP Records, Inc.","12""",,2002,115649,Uncategorized,2011-03-12 13:56:49,,,
RUMLD 102,Various,Warehouse Raves 2,Rumour Records,"2xLP, Comp",,1990,111734,priced,2010-12-04 19:08:41,,,
RH 113 BOX,Virgo Four,Resurrection,Rush Hour Recordings,"5xLP, Comp + Box, Ltd",,2011,2743970,Uncategorized,2011-03-29 01:10:01,,,
RH-RW 1,Rick Wilhite,The Godson E.P.,Rush Hour Recordings,"12"", EP, RE, RM",,2009,1992948,priced,2010-11-18 21:17:14,,,
RH-TX1,Ron Hardy,Sensation,"Rush Hour Recordings, Trax Records","12"", RE, RM",,2010,2137627,priced,2011-02-06 20:04:00,,,
RR 12007,Zinnon*,What's Your Name (Theme From Dr. No),Rush Records,"12""",,1985,138456,priced,2010-11-12 23:08:38,,,
SABOR 005/07,Various,Sabor Do Brasil Vol 5,Sabor Do Brasil Records,"LP, Comp, Unofficial",,2007,1196610,priced,2010-12-08 19:17:35,Near Mint (NM or M-),Near Mint (NM or M-),
SRM PIECES 02,Various,Un.Chained Pieces,Sacred Rhythm Music,"12""",,2010,2261890,priced,2010-11-19 00:22:19,,,
SRM258,Joaquin Joe Claussell* / Mental Remedy,With More Love,Sacred Rhythm Music,"12""",,2009,2062674,priced,2010-11-19 00:21:38,,,
safety_copy_08,Various,Safety_Copy_08,Safety Copy,"12"", Ltd, Unofficial, Cle",,2009,2004042,priced,2010-11-12 23:33:19,,,
SA 8502,Kebekelektrik,Kebekelektrik,Salsoul Records,LP,,1978,64351,priced,2010-11-12 20:54:00,Very Good Plus (VG+),Very Good Plus (VG+),
SA 8503 DJ,Gaz,Gaz,Salsoul Records,"LP, Promo",,1978,1124244,priced,2011-02-07 19:28:40,,,
S-12344,Komiko,Feel Alright,Sam Records,"12""",,1982,87095,priced,2010-11-12 22:44:43,,,
7SR016,Terrence Parker,Tribute To Ken Collier,Seventh Sign Recordings,"12"", Whi",,2009,2079528,not priced,2010-11-18 21:21:01,,,
LIFE065,Burning Hearts,Night Animal,Shelflife Records,"7"", Whi",,2010,2230841,not priced,2010-11-12 22:33:00,,,
"12YSID 107, 12Y SID 107",John Forde,Woman,"Sidewalk, Sidewalk","12""",,1979,267143,priced,2010-12-20 09:59:24,Very Good Plus (VG+),Generic,
SC 16,Up Front,Infatuation,Silver Cloud Records,"12""",,1983,354843,Uncategorized,2011-04-25 20:07:41,,,
1315-1-JD,"Stone Roses, The",Fools Gold 9.53,Silvertone Records,"12"", Ltd, Gol",,1990,1191287,priced,2010-11-13 02:43:44,,,
88697546111,"Stone Roses, The",The Stone Roses,Silvertone Records,"LP, RE, Emb + 7"", S/Sided",,2009,1879873,priced,2010-11-13 02:41:57,,,
S12DJ-040,Cultural Vibe,Ma Foom Bey,Simply Vinyl (S12),"12"", RE",,2001,125511,priced,2010-11-18 01:21:58,,,
0-20143,Talking Heads,Slippery People / Making Flippy Floppy,Sire,"12"", Maxi",,1983,148970,priced,2010-12-07 20:41:09,,,
2SR 3590,Talking Heads,The Name Of This Band Is Talking Heads,Sire,"2xLP, Album",,1982,2156020,priced,2010-12-07 20:51:52,,,
SRK 6093,Brian Eno - David Byrne,My Life In The Bush Of Ghosts,Sire,"LP, Album",,1981,27566,priced,2010-11-12 16:54:53,Very Good Plus (VG+),Very Good Plus (VG+),
W 9451 T,Talking Heads,This Must Be The Place (Naive Melody),Sire,"12""",,1983,770578,priced,2010-12-07 20:43:41,,,
1-25273,Various,Fuzz Dance,"Sire, Materiali Sonori","12"", MiniAlbum",,1985,858286,priced,2010-11-12 23:28:37,,,
SRK 6095,Talking Heads,Remain In Light,"Sire, Sire Records Company","LP, Album",,1980,116491,priced,2010-12-07 20:46:56,,,
0-20358,Laid Back,One Life / It's The Way You Do It,Sire Records Company,"12"", Maxi",,1985,114436,priced,2010-12-06 19:55:14,,,
0-20963,Book Of Love,Pretty Boys And Pretty Girls / Tubular Bells,Sire Records Company,"12""",,1988,139418,priced,2010-12-06 08:47:03,,,
PRO-A-2057,Talking Heads,Burning Down The House,Sire Records Company,"12"", Promo",,1983,758759,priced,2010-12-07 20:42:50,,,
"0-20121, 9 20121-0 A",Yaz*,Nobody's Diary / State Farm,"Sire Records Company, Sire Records Company","12""",,1983,107471,priced,2010-11-18 02:16:53,,,
SF 005,Jaz (12),Glamsanity,Sixty Five,"12"", Ltd",,2009,1756980,priced,2010-11-13 02:12:24,,,
sky 030,Wolfgang Riechmann & Streetmark,Wolfgang Riechmann & Streetmark,Sky Records,"LP, Album",,1979,909474,priced,2010-12-22 22:21:29,,,
SKY P022,Various,Picture Music Instrumental - Vol. II,Sky Records,"LP, Pic, Ltd, Comp",,1978,480393,priced,2010-11-12 22:25:10,,,
LAX 114,Maximilian Skiba,The Genius Of Maximilian Skiba,Skylax,"12""",,2009,2046645,priced,2010-11-17 21:01:13,,,
BZS69,Soft Cell,"Tainted Dub / Seedy Films 12""",Some Bizzare,"12""",4,2010,2542203,not priced,2010-11-12 20:24:00,,,
BZX 1012,Soft Cell,Non Stop Ecstatic Dancing,Some Bizzare,"LP, Album",,1982,138177,priced,2010-11-12 20:36:40,Very Good Plus (VG+),Generic,
SJR233,Four Tet / Mala (4),Nothing To See / Don't Let Me Go,Soul Jazz Records,"12""",,2010,2377213,priced,2010-11-12 16:52:43,,,
SJRLP213 Vol.1,Various,Deutsche Elektronische Musik Volume One,Soul Jazz Records,"2xLP, Comp",,2010,2252260,priced,2010-11-12 21:06:23,,,
"SL M1, DG M7","Unknown Cases, The",Masimba Bele (Jubilee 25 Edition),"Sound Léger, Day-Glo","12"", RE",,2010,2118941,not priced,2010-11-13 02:09:24,,,
SP 31524,Rio (8),Copacabana (Disco),Spice 7,"12""",,1983,590368,priced,2010-11-12 22:48:44,,,
BUY IT 161,Electric Guitars,Electric Guitars EP,Stiff Records,"12"", EP, Pic",,1982,775363,priced,2010-11-20 21:20:40,,,
SP-19,Ian Dury,Wake Up And Make Love With Me,Stiff Records,"12"", Promo",,1978,836011,priced,2010-11-18 02:25:44,,,
TEES 12-10,Yello,Bostich,Stiff Records,"12"", Single",,1981,140940,priced,2011-01-29 20:32:28,,,
STH2218,James Pants,Seven Seals,Stones Throw Records,"LP, Album",,2009,2051877,priced,2010-11-17 23:12:18,,,
STH7034,Oppenheimer Analysis / Mark Lane,Radiance / Who's Really Listening?,Stones Throw Records,"7""",,2009,2070866,priced,2010-11-12 22:31:42,,,
SFRLP 111,Joy Division,Peel Sessions,Strange Fruit (3),"LP, Comp, Unofficial, Mar",,2009,2039072,not priced,2010-11-18 02:21:17,,,
SLR029,Chicago Shags*,Flamingo World,Strange Life Records,"12""",,2010,2333519,priced,2010-11-12 20:30:35,Near Mint (NM or M-),Near Mint (NM or M-),
STSND 002,Various,Street Sounds Edition 2,Street Sounds,"LP, Comp",,1983,360817,priced,2010-12-04 19:27:22,,,
STSND 006,Various,Street Sounds Edition 6,Street Sounds,"LP, Comp",,1983,112288,priced,2010-12-04 19:22:16,,,
SWRL 2215,Freeez,Pop Goes My Love,Streetwise,"12""",,1983,19741,priced,2010-12-04 19:21:50,,,
SWRL 2225,John Rocca,I Want It To Be Real,Streetwise,"12"", Promo",,1984,1249555,priced,2010-12-04 19:45:01,,,
SR 12497,Continuous Cool,Manual / Automatic (Remixes),Strictly Rhythm,"12""",,1997,166800,priced,2010-12-04 18:54:38,,,
SR EP4,River Ocean Featuring India,The Tribal EP,Strictly Rhythm,"2x12"", EP",,1994,20173,priced,2011-02-06 20:05:40,,,
SR12133,Phuture,Inside Out,Strictly Rhythm,"12""",,1993,4515,priced,2010-11-18 22:09:29,,,
SR12242,"2nd Opinion, The",A Tracky Hold,Strictly Rhythm,"12""",,1994,81681,priced,2010-11-19 00:27:54,,,
SR1288,Aly-Us,Follow Me,Strictly Rhythm,"12""",,1992,22684,priced,2011-02-06 20:07:08,,,
KK1840,"Hookup, The","Raw House 12""",Stride Records,"12""",,1990,2553540,not priced,2010-11-19 00:41:55,,,
STRUT038EP,Amp Fiddler / Sly & Robbie,Blackhouse (Paint The White House Black),Strut,"12""",,2009,1631857,priced,2010-11-18 21:17:45,,,
STRUT065LP,Various,Disconnect,Strut,"2xLP, Comp",4,2010,2587448,not priced,2010-12-08 20:19:00,,,
!K7114EP,Copyright (6),Pogo EP,Studio !K7,"12"", EP",,2001,29812,priced,2010-11-18 01:35:07,,,
!K7115LP,Vikter Duplaix,DJ-Kicks - The Tracks,Studio !K7,"2xLP, Comp",,2002,134864,priced,2010-11-19 00:14:41,,,
!K7202LP,Herbert*,Scale,Studio !K7,"2xLP, Album",,2006,695085,priced,2010-11-18 21:24:13,,,
!K7071LP,Andrea Parker,DJ-Kicks - The Tracks,Studio !K7,"3xLP, Comp",,1998,130768,priced,2010-11-17 23:34:10,,,
!K7124LP,Recloose,Cardiology,Studio !K7,"2xLP, Album",,2002,37104,priced,2010-11-18 21:21:40,,,
!K7262EP,Kode9,You Don't Wash,Studio !K7,"12""",,2010,2351834,not priced,2010-11-17 22:18:18,,,
STU-1211,Richard Payton,Ride The Groove,Studio Records,"12""",,1987,865824,priced,2010-12-06 22:42:51,,,
SUPER DJ 2013,Malaria! vs. Chicks On Speed,Kaltes Klares Wasser,Superstar Recordings,"12""",,2001,69336,priced,2010-11-18 01:42:21,,,
SUPR 007,Various,Diamonds Dub / Give Me Your Love / Black Magic (Tangoterje Edits),Supreme Records (2),"12"", Unofficial",,2006,776324,priced,2010-12-21 01:44:46,,,
SUD 043,Abdul Tariq,Education,Sutra Records,"12""",,1986,196751,priced,2010-12-06 22:41:00,,,
T.J. 3001,Virgo / Convertion,Mechanically Replayed / Let's Do It,"T. J. Records Inc., Ltd.","12""",,0,577402,priced,2010-11-18 22:07:59,,,
TKD-119,George McCrae,Rock Your Baby / I Get Lifted,T.K. Disco (2),"12"", Unofficial",,0,1244932,Uncategorized,2011-03-29 01:09:14,,,
"TLX 22, 574 271-1",Nuyorican Soul Featuring Jocelyn Brown,"It's Alright, I Feel It!","Talkin' Loud, Talkin' Loud","12""",,1997,21215,priced,2010-12-18 12:26:39,,,
"TR. 10.011/12""",Neon,Baby Want's To Ride,Target Records (Belgium),"12""",,0,2387959,not priced,2010-11-18 22:14:28,,,
IPR 2057,Jimmy Riley,Sexual Healing,Taxi,"12""",,1982,1533735,priced,2010-11-12 21:23:48,Very Good Plus (VG+),Very Good Plus (VG+),
TA02,Technasia,Motion,Technasia Records,"12"", Ltd",,1998,1337143,priced,2010-11-18 01:05:21,,,
ta03,Technasia,The Declamation,Technasia Records,"12""",,1998,3775,priced,2010-11-18 01:04:57,,,
TA04,Technasia,Hydra,Technasia Records,"12""",,1999,3776,priced,2010-11-18 01:05:44,,,
TA05,Technasia,Force,Technasia Records,"12""",,2000,3777,priced,2010-11-17 23:53:10,,,
ta06,Technasia,Evergreen,Technasia Records,"12""",,2001,3771,priced,2010-11-18 01:04:30,,,
Templo  001,Professor Genius,Lord Of Flies / Sweet Machine,Templo Recordings,"7""",,2010,2097207,not priced,2010-11-12 22:32:24,,,
NYM-11,Sheryl Lee Ralph,In The Evening,The New York Music Company,"12"", Single",,1984,109531,priced,2010-12-06 08:46:50,,,
EARS 3006,Sidwho*,Vote Bowie For President,The Walls Have Ears,"12""",,2009,2033560,priced,2010-11-17 21:47:18,,,
Throne Of Blood  006,Geoffroy & Kolombo Presents Mugwump,Congregation Of Discalced Clerks,Throne Of Blood,"12""",,2010,2457340,not priced,2010-11-17 21:49:37,,,
TSR 008,Psychic TV / K.I.M.,Flores Monstrosi E.P.,Tigersushi,"12"", EP, Ltd",,2003,163746,priced,2010-11-17 22:05:54,,,
TSR 024,Poni Hoax,Antibodies,Tigersushi,"12""",,2007,1092335,priced,2010-11-17 21:13:09,,,
"TSR 010, TSR010",K.I.M.,Kim Kong E.P.,"Tigersushi, Tigersushi","12"", EP, Comp",,2003,219651,priced,2010-11-17 21:44:59,,,
"TSR 018, TSR018",Morpheus* + Joakim / Minimal Compact,Give Us Something!!!,"Tigersushi, Tigersushi","12""",,2006,792355,priced,2010-11-17 21:46:19,,,
TIRK049,Space,"Carry On, Turn Me On",Tirk,"12"", Single",,2009,2025442,priced,2010-11-12 23:24:31,,,
TIRK060LP,"Time & Space Machine, The",Set Phazer To Stun,Tirk,"2xLP, Album",,2010,2291987,priced,2010-11-12 21:04:51,,,
T15-2000,Motion (3),Don't Stop (Remix),Tojo Productions,"12""",,1990,2139014,priced,2010-11-13 00:08:14,,,
tr-001,Radiohead & Panzah Zandahz,Beats And Breaks,Token Recluse,"12"", Unofficial, Ltd",,2005,487398,priced,2010-11-17 22:38:29,,,
TB  845,Jonzun Crew* Featuring Michael Jonzun,Time Is Running Out,Tommy Boy Music,"12""",,1984,98864,priced,2010-12-07 20:38:03,,,
TB 1048,LFO,Frequencies,Tommy Boy Music,"LP, Album",,1991,39799,priced,2010-11-17 23:27:44,,,
TB-831,Afrika Bambaataa & Soulsonic Force,Looking For The Perfect Beat,Tommy Boy Music,"12"", RP",,0,1182211,priced,2010-12-04 19:23:54,,,
"TBLP 1033, TB 1033",808 State,Utd. State 90,"Tommy Boy Music, Tommy Boy Music","LP, Album",,1990,32219,priced,2010-11-17 23:35:06,,,
TOP-002,Aural Exciters,Chinese Rap,Top Flight Records,"12""",,1982,255015,priced,2010-12-06 22:45:12,,,
TX117,Marshall Jefferson / Jamie Principle,Move Your Body / Baby Wants To Ride,Trax Records,"12""",,2002,1021896,priced,2010-11-18 21:51:58,,,
TX127,Mr. Fingers,Washing Machine / Can You Feel It,Trax Records,"12""",,1986,1948,priced,2010-11-12 16:59:15,Very Good Plus (VG+),Generic,
TX127,Mr. Fingers,Washing Machine / Can You Feel It,Trax Records,"12""",,1986,1948,priced,2010-11-18 21:50:11,,,
TX175,Virgo Four,Do You Know Who You Are?,Trax Records,"12""",,1989,2252,priced,2010-11-18 21:50:56,,,
TX180,Samurai Sam,House Of Japanese,Trax Records,"12""",,1989,302767,priced,2010-11-18 21:52:23,,,
Tresor  74,Blake Baxter,Sex Tech EP,Tresor,"12"", EP",,1997,6687,priced,2010-11-18 01:13:29,,,
Tresor 105,Infiniti,Skynet,Tresor,2xLP,,1998,14106,priced,2010-11-18 00:57:49,,,
Tresor 107,Holy Ghost*,Live In Amsterdam,Tresor,"12""",,1998,18547,priced,2010-11-18 01:12:48,,,
Tresor 149,Blake Baxter,EP Frequencies,Tresor,"12"", EP",,2000,30715,priced,2010-11-18 01:13:46,,,
Tresor 159,Blake Baxter,FM Disko,Tresor,"12""",,2001,18567,priced,2010-11-18 01:13:06,,,
Tresor 160,Blake Baxter,Dream Sequence 3,Tresor,2xLP,,2001,29279,priced,2010-11-18 01:14:16,,,
TRUE-022,Hunx And His Punx,Gay Singles,True Panther Sounds,LP,,2009,1960520,priced,2010-11-17 22:36:59,,,
TTJ26,Various,TTJ Edits #26,TTJ,"12"", Unofficial",,2009,2117744,priced,2010-11-13 02:05:55,,,
TUCH 050 LP,Various,I Am Fearless Funky & Five,Tummy Touch,2xLP,,2001,418384,priced,2010-11-17 22:35:14,,,
U705,DJ Zank,Icarusians,U7 DJ Toolz,"12""",,2000,52225,priced,2010-11-18 00:30:30,,,
UTS002,Mark E,Freakin Shriekin / Formed,Under The Shade,"12""",,2009,1902762,priced,2010-11-13 02:40:10,,,
WU 1101LP,Peter Black (2),The White Underground From A Black's Perspective,Underground Records (4),"3xLP, Comp, Ltd, Promo, Col",,2006,761653,priced,2010-11-17 22:28:01,,,
SPEC-1643,"Immortals, The (2)",The Ultimate Warlord,Unidisc,"12""",,1993,256508,priced,2010-12-22 22:29:49,,,
UA-LA213-F,Can,Future Days,United Artists Records,"LP, RE, Tra",,0,1670779,priced,2010-11-12 22:27:13,,,
UA-LA780-G,Space,Magic Fly,United Artists Records,"LP, Album",,1977,81333,priced,2010-11-12 16:45:37,,,
UAS 29283,Can,Soundtracks,United Artists Records,"LP, RE, 180",,2008,2011675,priced,2010-11-12 21:50:30,,,
"B0011362-01, KS 3562",Silver Apples,Silver Apples,"Universal Music, Kapp Records","LP, Album, Ltd, RE, 180",,2009,1869375,priced,2010-11-12 16:42:52,,,
"uns12002 , insrob01 ",Rob,Dodecalogue Vol. I,"Unsunned, Institubes","3xFile, MP3, EP",,2009,1842678,not priced,2010-11-12 20:43:58,Mint (M),Near Mint (NM or M-),
UT006 LTD300,Hot Coins,You Can't Pray For Your Soul,Untracked,"12""",,2008,1565490,priced,2010-11-18 21:16:28,,,
USA 1080,Confetti's,The Sound Of C...,USA Import Music,"12""",,1988,103541,priced,2010-12-04 19:21:24,,,
VVR1011731,Ian Pooley,Since Then.,"V2 Records, Inc.","2xLP, Album",,2000,2830,priced,2010-11-19 00:18:26,,,
